date;URL;tag;description
2023-01-27;https://www.yahoo.com/now/biden-calls-calm-ahead-video-141300481.html;hypocrisy;Now that Biden is president, he urges the left to remain calm as the left plans to protest the police beating of a black man in Tennessee, but while Trump was president he called for activists taking to the streets, during the pandemic, en masse. Democrat will do anything to make their opponents look bad, and will wriggle out of taking any accountability for themselves. Biden and the Democrats want to make it look as though they have enacted racially just policies and made such huge strides in that regard when, in reality, nothing has changed since Trump. They have done absolutely nothing to help racial minorities, but they are working to keep a lid on leftist protesting to make it seem as though they have. How can anyone trust such deceitful people? They’re also apathetic and lazy. They could have ACTUALLY put measures in place to materially help racial minorities. But instead, they’d rather just manipulate the optics to create the perception they’ve done something when they haven’t. The Republicans do not have any explicitly race-based policies, so no one should be disappointed when they do not address racial issues. But the Democrats take the worse, manipulative approach of professing how concerned they are about racial justice and then doing nothing of substance in that regard. So who is really on the side of racial minorities, the side that treats them like everyone else, or the side that promises to help and then does everything to avoid actually helping? 
2023-01-27;https://thepostmillennial.com/breaking-arrested-in-new-york-bridge-block-in-memphis-during-protests-over-tyre-nichols-death;identity;The so-called “racial justice” activists address their chosen issue by disrupting traffic and worsening the lives of working class racial minorities. In one particular case, activists shut down a major bridge in Tennessee. When a black trucker stuck on the bridge pleaded to be let through so he could make it to his job on time, the activists rebuked him. How is this helping racial justice? How is it racially just for mostly white, affluent leftist activists to jeopardize the livelihoods of working-class black Americans? That’s because BLM is not about helping black people. BLM is an instrument of the left to use black people as a pretext to advance radical social change which will ultimately harm the black people they claim to help. When the leftists disband the police and eliminate cash bail, black people will be the overwhelming majority of victims when violent crime inevitably goes up. When the leftists enact an educational regime that gives up on educating black people and instead just slaps an “A” on their transcripts and shoves them out the door—what Bush called “the soft bigotry of low expectations”—black people will only become less prepared for the job market. When leftists radically shift our nation’s energy and economic base away from petroleum and manufacturing, black working-class Americans will be the ones who can’t fuel their cars and who will be hit hardest by structural layoffs. Every policy the left has that supposedly helps black people only worsens their lives. So who are the real racists? 
2023-01-28;https://thepostmillennial.com/pfizer-responds-to-project-veritas-exposing-pfizer-exec-denies-mutating-covid-19-virus-for-new-vaccines;COVID;The undercover journalism exposing Pfizer’s unethical and dangerous “directed evolution” practices inflicted such a huge PR hit on Pfizer that they issued a response statement which, though it denied it engaged in such practices, did not address the employee outed in the reporting. It could very well be the case that this statement is true. But given Pfizer’s history of outright lies, such a possibility is highly doubtful. The head of Pfizer initially claimed that their drug was “100% effective” against COVID, and that it absolutely stopped the spread. It is very hard to believe that Pfizer’s testing data was so bad that they sincerely thought their COVID jab was 100% effective only to find out in real world application that it wasn’t. Using Occam’s Razor shows that the more likely explanation is that they knew and lied, and not that a multi-billion dollar company failed to discover this after months of massive trials. So this claim that the company is not doing directed evolution is probably also a lie, especially given the director’s reaction when he was confronted about his statements. 
2023-01-29;https://thepostmillennial.com/memphis-pd-dramatically-lowered-standards-before-hiring-officers-charged-in-tyre-nichols-death;law enforcement;Just a couple of years before the deadly beating of Nichols, the Memphis police department lowered its hiring standards, actions which were ultimately caused by leftist protesters creating a climate which vilified police and discouraged citizens from becoming police recruits. For years, leftist activists have been demonizing police and creating an atmosphere of hostility toward them. This, as any 9-year-old could reason out for themselves, will discourage citizens from becoming police. But because police are still necessary to maintain order despite the lower supply of recruits, the only way for cities to ensure an adequate police force is to lower standards. But when you lower standards, recruits are more likely to be reckless and violent, a conclusion a 9-year-old could also reach on their own. As leftists continue to bully police forces into accepting nearly anyone who expresses a hint of interest, to the point of overlooking warning signs, incidents like this will only increase. So if we really want to assign blame, it is the leftists who are the root cause of violent incidents of police brutality like that which Nichols suffered. I would really love to hear the left explain how they’re not making the police brutality issue worse. Explain to us all, leftist, how coercing police departments to hire violently reckless recruits helps reduce the number of black people (or any other people) who are beaten by police. They won’t have an explanation, because they can never admit that their real goal is to destabilize society. They are only too thrilled that demonizing police is a vicious cycle. This way they can accelerate the complete dismantling of policing, make our cities hellscapes of violence, and then impose their revolutionary project on society as a remedy when people are desperate. Marxism, which those at the heart of the “social justice” movement all subscribe to, prescribes exactly this. Read Herbert Marcuse for yourself if you have any doubts about the accuracy of this conclusion. How much longer are we going to let these foxes have free rein over the hen house? 
2023-01-30;https://thepostmillennial.com/us-air-force-general-predicts-war-with-china-by-2025;national security;After numerous presidential administrations in which China kept its distance from Taiwan, a US general is now predicting a Chinese invasion of the island in the next 2 years. There is only one president to blame for China’s rapid acceleration of its plans to take Taiwan: Biden. Trump took a hard, if not necessarily the best coordinated line on China. Obama at least tried to create a regional economic alliance against China (the failed TPP). But Biden has way too little, way too late to deter China. There is only one president responsible for going China and the US butting heads economically (under Trump) to China essentially not paying us any notice as it salivates over Taiwan. US presidents have held China at bay more than 70 years until Biden brought American deterrence crashing down. So how exactly is Biden defending democracy in the world when he projects so much weakness that the biggest bullies on the planet (Russia and China) decide that now is the time to make their dreams of geopolitical dominance come true? 
2023-01-30;https://www.youtube.com/watch?v=H-2cnyUShJQ;COVID;Bill Gates is now admitting that the COVID mRNA “vaccines” don’t stop the spread, are not very effective, and lose potency very quickly. Where was this assessment a year ago? Considering how close Gates was to the vaccine production process as a funder and advocate, he must have known sooner than most the true effectiveness of the COVID jabs. Yet only now he’s admitting what we all know from millions of data points. It seems highly unlikely that Gates was just too stupid to reach the conclusion that ordinary pro-science COVID jab skeptics with open-source data did. In other words, it sure seems like Gates lied about the effectiveness of the COVID shots. Of course, he would just be one of many COVID jab-pushers who lied. But these are the same people who condescend anyone who disagrees with them no matter how firm the empirical footing, and believe they are entitled to credibility they have carelessly wasted. 
2023-01-31;https://www.theregister.com/2023/01/31/huawei_us_exports_ban/;national security;The Biden administration is considering banning all US exports to Huawei, which somehow the left is not criticizing as racist. When Trump attempted milder policies toward Huawei than this, he was lambasted as a racist (somehow, for deciding a certain multinational corporation was serving a hostile foreign nation-state) by everyone left of center. Now Biden is going further than Trump and yet neither the news media nor Democrats having any words of admonishment for him. It’s almost like the Democrats will make up reasons to be mad at Republicans even if they do the exact same thing. How does anyone trust such shameless hypocrites to be in charge? 
2023-02-01;https://www.axios.com/2023/02/01/college-board-ap-african-american-studies;identity;The College Board is insisting that no states had any influence on its decision, after merciless critique from Florida governor DeSantis, to revise its proposed AP African American Studies course that was filled with an incoherent mix of leftist ideologies with little to no connection to African-American history. If there was truly nothing objectionable—nothing to apologize for or revise out—in the AP African American Studies proposal, then why is the College Board revising it? And if this had nothing to do with the Florida governor’s office’s rigorous review and rejection of the course, the timing of this statement by the College Board—mere days after DeSantis blasted it publicly—sure is coincidental, isn’t it? This reasoning and suspicious timing make a plausible case that the College Board got caught red-handed trying to indoctrinate students and is now trying to walk this attempt back. The left loves to cry racism, but nothing about DeSantis’s criticism has anything to do with race. Rather, his criticism had to do solely with the fact that the course was being used as a Trojan horse to work in leftist dogma unrelated to African-Americans or their history. There is every reason to teach African-American history in our schools at a college level. But unrelated leftist ideologies like Queer Theory have nothing to do with African-American history. In fact, it is entirely possible to teach a nonpartisan accounting of African-American history. So why is the College Board and its leftist apologists so upset that DeSantis doesn’t want the course used as political indoctrination? If they aren’t trying to indoctrinate students, then none of the material should be affected by rejection on the grounds of political indoctrination. So the fact that they’re wailing bloody murder about DeSantis confirms that they got caught trying to indoctrinate students. If the left’s policies are so pure and unobjectionable, why do they consistently try to hide what they’re doing? How can anyone trust the left when this is how they behave? 
2023-01-31;https://twitter.com/MrAndyNgo/status/1620618994779844609;authoritarianism;Antifa members, including those who formerly ran for elected office, have advocated that, when faced with accusations of “terrorism”, they and their comrades should “prove them right” in answer. How much more proof do people need that Antifa are terrorist when they have admitted as much? How is the lawlessness in Atlanta anything other than terrorism? It is violent, destructive, and in service of a political aim. 
2023-01-31;https://www.foxnews.com/politics/maxine-waters-paid-daughter-192000-campaign-funds-2022-cycle-filings-show;corruption;According to the FEC, Representative Waters paid her daughter $192,000 to mail letters for her campaign. It is, of course, highly probably that Waters’ daughter played a role on her election campaign, for which compensation would not be unreasonable. What’s unreasonable is the sum compared to the work. Even if the task was a full-time job (which there’s no way it was), $192,000 for 2 years (the term of service in the FEC filings), that would still work out to almost $50 per hour. For a 20-hour work week (again, likely an overestimation), the rate works out to almost $100 per hour. There is no way Waters’ daughter’s time is that valuable or skills that sought-after. This is plain and simple corruption. The Democrats love to use the political process as a source of personal enrichment. Most of them aren’t stupid enough to do so with the most meticulously recorded stream of funding in the entire government, though. 
2023-02-01;https://www.bbc.co.uk/news/world-us-canada-64488011;national security;Biden’s illegal mishandling of classified documents has become so egregious that Biden had to consent to the FBI searching his house. To give credit where credit is due, this was the responsible thing for Biden to do, in case there were documents that were missed during the initial discovery. However, he should have done this when the first instance of misplaced classified documents hit the news, or really months ago when they were first discovered. Biden was trying to hold out in the hopes that the Democrats’ ever-faithful media allies could run enough cover for him that this would blow over. But now that it’s clear that it won’t, Biden finally did the right thing he should have done months ago. Democrats claim to always do the right thing, but they only will too late and only when the public holds their feet to the fire. 
2023-02-01;https://www.justice.gov/usao-ndny/pr/broome-county-man-pleads-guilty-making-interstate-threats-member-congress;authoritarianism;Yet another instance of attempted political violence against a Republican has surfaced. A man pleaded guilty to making death threats against a Republican congresswoman. Yet all American hear about is the “domestic terrorism” of the right. How is the left not the real terrorist threat when supporters have gone to conservative Supreme Court justices’ houses intent on assassination, when leftist candidate supporters shoot at Republican congressmen, and when black-clad gangs shoot at law enforcement and set cities on fire? When we look at the tally, which side has committed more killings and attempted killings of the other side? It is the left, and by a wide margin at that. None of this is acceptable, but the left has no business criticizing the right while their own house is very much not in order. 
2023-02-02;https://www.reuters.com/world/cia-chief-says-chinas-xi-little-sobered-by-ukraine-war-2023-02-02/;geopolitics;Biden’s CIA director says China is preparing to invade Taiwan by 2027, which happens to be just before the end of a prospective Biden second term. This is decades sooner than the invasion timeline China had only a decade ago. China smells weakness from Biden and so they are accelerating their plans. All of these things correlate to Democrats occupying the White House. Can anyone seriously argue that China is scared of a US under Democrat rule?
2023-02-02;https://twitter.com/dvatw/status/1621045348323176448;geopolitics;Zelensky, for whom the Democrats will do anything no questions asked, has called for an unprovoked nuclear attack on Russia. How is it the Democrats can support such an unhinged and reckless leader? How is it they’re OK with Zelensky’s escalatory language which threatens to plunge the world into a nuclear holocaust? The answer is the Democrats, as a party, are just as unhinged. They have such an obsession with Russia that to them, nothing can go too far, even when backing a nuclear-armed state into a corner. How does anyone trust leaders as deranged as the Democrats? 
2023-02-02;https://www.axios.com/2023/02/02/michael-bennet-apple-google-tiktok;identity;A Democrat senator has called on Apple and Google to remove TikTok from their app stores due to its harmful impact on children’s psychological and emotional health, a move which the Democrats would have condemned as racist if it came from a Republican. Again, this isn’t to say that the proposed measure is wrong, just that the Democrats impose a double-standard that benefits them. How is this not racist by their own standards? Racism is just something that the Democrats use to character assassinate Republicans, and not something they actually care about. If they cared about racism, they would stay consistent to their standards. But they don’t, which shows the issue is just political theater. More importantly, How is it not racist of Democrats to use racial justice as a political cudgel against Republicans, only for them to not live up to the same standards they used to browbeat the Republicans? The answer is that this is exactly what makes Democrats the party of racists. Very few Republicans accuse Democrats of the racism that Democrats clearly embody, thereby not debasing the racial justice concerns that people sincerely hold.
2023-02-03;https://www.foxnews.com/politics/aoc-politicians-paid-thousands-campaign-cash-chinese-foreign-agent;elections;AOC paid for campaign ads in a newspaper that the US federal government forced to register as a foreign agent. How is this ethical behavior? How is this fitting behavior from a party which claims to uphold election integrity, and stand against foreign influence in our elections? This is worse than the collusion they accused Trump of engaging in, which turned out to be completely unfounded. Trump wasn’t even accused of paying the Russians, only in coordinating with them to get elected. Meanwhile, Democrat candidates paid a media entity that the government designated as working for the Chinese government. Explain to us, Democrats, how this ISN’T worse than the collusion you accused Trump of? 
2023-02-03;https://www.youtube.com/watch?v=7GvVdl2TFoU;totalitarianism;Testing of the ChatGPT algorithm has shown it to bias against the political right, as well as against those belonging to the “white” and “Asian” racial groups. Numerous people have independently confirmed the same, biased results through testing the openly available ChatGPT AI algorithm. Instances of bias are clear. For instance, when the AI is asked to write a poem about the positive attributes of Donald Trump, it refuses stating that it does not deal in political subject matter. But when the AI is asked to the same for Joe Biden, it promptly generates a paean to the leader of the Democrats. Similarly, when asked to write an essay on the positive attributes of “whites” or “Asians”, ChatGpT refuses. But when asked to do so for “blacks” or “Latinos”, ChatGPT does not refuse the request but instead immediately fulfills it exactly. The issue is not that the AI has exceptions for political or racial subject matter… if it was enforced uniformly for all political factions or all races. What is galling is that these supposed exceptions exist, but are then discarded for the groups that the political left happens to favor. The AI will extol the Democrats and extol racial minorities (but not Asians, for some reason, even though the left insists that hate against Asians is rampant), but will not do so for Republicans or the racial majority. It is well-established by ample data that those in the tech field are overwhelmingly Democrat. And there is also increasing consensus on what a groundbreaking tool a mature natural language synthesis AI like ChatGPT would be for all of humanity. And as we near the maturation of such a tool, those who design and develop it are brazen enough to hard-code their political worldview into it and erase that of their opponents. The Democrats fit the definition of totalitarianism to the letter: totalitarianism is the insemination of every area of human life with the dominant party’s politics, and the eradication of all other political perspectives from society. How is a tool capable of answering any question or producing any content with natural language in which the left is promoted and the right effaced anything OTHER than totalitarianism? 
2023-02-03;https://twitter.com/ggreenwald/status/1621621549584244737, https://www.politico.com/news/2023/02/03/china-spy-balloon-us-airspace-00081073;national security;The Biden administration allowed a Chinese surveillance balloon to enter US airspace unhindered, and fly over sensitive military installations. Territorial sovereignty is the cornerstone of national security, and on this score Biden catastrophically failed. We still don’t know what is onboard the craft. For all we know, the surveillance device could be equipped with a dirty bomb capable of spreading radioactive fallout over hundreds of square miles, killing thousands. The US has also relied on early detection systems since the Cold War began to track incoming aircraft BEFORE they reach US airspace. As one would imagine, they are routinely upgraded to detect new enemy military technology which threatens to evade detection. And yet despite all that, the Biden administration failed to detect the threat before it was already hovering ominously over our nation and its people. Biden’s incompetence is so staggering that even Democrats are demanding answers. How can we trust a leader who is so ineffectual that he allows enemy aircraft to fly right over our country without any intervention or response? This is the weakest any president has ever been on national defense in the history of our nation, period. And Biden still hasn’t released any statement on the incident. Biden needs to go on TV, look into the camera, and tell every American why he failed to act. This is the most disgraceful failure of any American president to ever hold office. His incompetence is so staggering that his cabinet should invoke the 25th Amendment, remove him from office, and install Harris as president. The incident illustrates just how weak China thinks the US. The fact that the surveillance balloon was deployed suggests China is getting ready for military action, likely the invasion of Taiwan. And the fact that we did nothing to stop them signals to them that now is the time for them to do just that. This adds more evidence to the case that China is going to invade Taiwan before Biden’s term is over. After all this, is there anyone left who thinks Biden can keep us safe? It would be interesting to hear from those who do.
2023-02-03;https://www.bloomberg.com/news/articles/2023-02-04/from-china-to-big-sky-the-balloon-that-unnerved-the-white-house;national security;According to Bloomberg, Biden intentionally hid the existence of the Chinese surveillance balloon from the public so that the negative PR wouldn’t force Secretary of State Blinken to cancel his trip to China. In fairness to Biden, the article cites only an anonymous source, which is inherently unreliable. So it’s possible none of this is true. If it is true, though, then essentially Biden gambled with US national security all so that he and his administration didn’t look bad. This could also be why Biden didn’t order the balloon shot down before it entered US airspace: as even this would have forced Blinken not to go forward with his diplomatic mission. How is this even remotely acceptable? Biden risked thousands of lives just so that he didn’t give Republicans a win. Biden should be impeached and removed for that, because he put party over country. If that surveillance craft ended up having a weapon onboard that killed Americans, then Americans would have died all so that Biden didn’t give Republicans a PR win. 
2023-02-03;https://abc7ny.com/nj-councilwoman-shot-dead-eunice-dwumfour-sayrevile-murdered/12765523/;law enforcement;A black female Republican in local government in New Jersey was killed in what police are describing as a “targeted” killing, and the Democrats have absolutely nothing to say about it. I thought the Democrats cared about “women of color”. Where is their concern now? Oh, that’s right, they don’t care what kind of violence is visited upon black women who aren’t Democrats. If she was a Democrat, every American would be hearing about it from mainstream media, Democrats, and leftist activists. And why exactly was she killed? Was it a personal grudge, or an act of political violence? There isn’t yet enough evidence to say, but the fact that the FBI is involved suggests that this is not the result of personal squabble. 
2023-02-03;https://www.plasticsurgery.org/documents/Advocacy/ASPS-Legislative-Regulatory-Priorities_State_2023.pdf;identity;The American Society of Plastic Surgeons is lobbying to stop bans on child gender reassignment surgeries, an obvious conflict of interest. These are the people Democrats are in bed with to support their radical agenda of steering children toward irreversible surgeries: sleazy trade groups out to make money by exploiting children undoubtedly suffering from psychological distress. 
2023-02-03;https://www.cbsnews.com/chicago/news/homeless-community-ohare-international-airport/;law enforcement;The Democrats literally let homeless people sleep in airports, which are supposed to be secure facilities, rather than actually house them properly. How does this make any sense? Why do travelers at one of the world’s largest air hub have to put up with compromised security all so the Democrats don’t have to do their job and help homeless people integrate into society? The Democrats would rather inconvenience and endanger everyone else than put in the time and money to get homeless people jobs and homes. 
2023-02-04;https://www.axios.com/2023/02/04/chinese-balloon-shot-down-us-military;national security;After the Chinese surveillance balloon traveled most of the width of the continental US, Biden finally ordered the US military to shoot it down. Who knows how much intelligence the balloon was able to collect for the Chinese military before this long overdue response was finally taken. Biden makes the point that he didn’t want debris to potentially injure Americans, which is certainly a reasonable concern. But the balloon flew over nearly uninhabited regions of the US landmass, so why didn’t he order it downed at that point? Why didn’t Biden work with the Canadian government to down it within a sparsely populated region of Canada? For that matter, how is it that Canada didn’t do anything to this Chinese surveillance device, either? As a US ally, they should regard China to be just as hostile to themselves as we regard China to ourselves. It is very interesting that longstanding, commonsense military doctrine regarding territorial sovereignty of airspace was followed by neither Canada nor the US. 
2023-02-05;https://twitter.com/aaronjmate/status/1622226750297051137;geopolitics;Former Israeli prime minister Bennet stated in an interview that just as Israel was helping broker a peace deal between Russia and Ukraine, the US advocated strongly for an aggressive stance immediately after which the peace talks fell apart. The process involved the US, Germany, and France, among other nations. But when the US stated its position in favor of aggression against Russia, this is when Ukraine took up its current “no surrender” position against Russia, in which Ukraine will accept nothing less than Russian expulsion from all Ukrainian territory before the 2014 invasion of Crimea. This is not a coincidence, especially considering how much intelligence the US has shared with Ukraine. It is a near-certainty that the US held secret talks with the Zelensky government promising to give Ukraine everything it wanted to fight Russia so long as they didn’t capitulate. We all know why Democrat Biden did this: the Democrats are obsessed with getting revenge on Putin for Clinton losing in 2016, despite the fact that there is no evidence Russia meaningfully swayed the election (though Russian nationals certainly did disseminate token quantities of disinformation). 
2023-02-05;https://abcnews.go.com/Politics/record-numbers-worse-off-recipe-political-discontent-poll/story?id=96884607;economy;According to an ABC News/Washington Post poll, 40% of Americans say they have become worse off financially since Biden took office, the most since the poll was first taken 37 years ago. Didn’t Biden promise to do better with the economy than Trump? How is it exactly that the Democrats stand up for low-income Americans? All the pro-Democrat media spin can’t change what actual Americans have to say about their actual lives. It should surprise no one that the party of the wealthy, the Democrats, has failed the average middle-class American. 
2023-02-06;https://www.axios.com/2023/02/06/china-spy-balloons-air-force-general;national security;An Air Force general is admitting a critical weakness in US defensive capability for all the world to see  just to keep Biden from looking bad. The thinking behind this statement, it would appear, is to demonstrate that Biden’s allowing a Chinese spy balloon to roam freely over the US is not his fault because previous presidents failed to detect airspace incursions as well. But in admitting this “domain awareness gap”, the general has given our enemies a playbook they can use to bypass our defenses. These generals are so loyal to Biden politically (rather than solely legally) that they are willing to reveal US defense vulnerabilities just to keep Biden from looking bad. When our enemies attack us and kill thousands of Americans under Biden, then we’ll see just how much these generals’ loose lips helped Biden’s image. 
2023-02-07;https://www.youtube.com/watch?v=iEdWsE0gZdw;COVID;As the real science suggested the entire time, a new randomized controlled trial study shows that masking had almost no effect on COVID transmission. The study cites lack of access to medical grade masks, improper wearing of masks, and lack of hygiene (e.g. touching the mask with unwashed hands) as reasons why the effectiveness of masks was negligible. Public health officials versed in the real science pointed to all of these cited factors as reasons why masks wouldn’t be effective, yet the CDC proceeded to mandate masks anyway. The CDC should have invested its time and energy into techniques that actually worked to stop COVID rather than those which a basic grasp of epidemiology suggested wouldn’t be effective (and which has now been proven so). 
2023-02-07;https://montreal.ctvnews.ca/quebec-minister-surprised-asylum-seekers-given-free-bus-tickets-from-new-york-city-1.6262063;immigration;After the Democrats blasted Republican governors for busing illegal migrants to their cities (but not the Democrat governors who did the exact same thing), those same Democrats bused the migrants on to Canada. A Canadian news outlet is reporting that migrants were given bus tickets to Quebec from New York City. How is this any different from what Republicans are doing, which the Democrats condemn? And how is this the behavior of a so-called “sanctuary city”? Didn’t these same Democrats profess all through the Trump administration that they welcome immigrants with open arms? How is busing them out of the country welcoming? Yet again, the Democrats prove they stand for nothing. They don’t actually believe in helping immigrants. When it’s some other American’s burden to help immigrants, the Democrats go on and on about how important it is to house immigrants. But then when it’s their turn, they wriggle out of any responsibility. 
2023-02-07;https://twitter.com/FreeBeacon/status/1623181427134144512;national security;MSNBC, the Democrats’ most faithful media servants, lauded Biden as “politically courageous” for not pushing back against China’s incursion into our own airspace (an incursion China would have not have tolerated had the US been the one launching surveillance balloons). It is one thing for Biden to take this position, an unsurprising one considering how much China pays his son Hunter. But it’s another thing for the American media to heap praise on him. Biden’s decision could be described as “bold”, “gutsy”, “striking”, etc. but not “courageous”. “Courage” has a noble, inspiring connotation which Biden is totally undeserving of. The Republicans have accused the Democrats of weakness against America’s enemies, which they have always balked at. Yet Democrat proxies in the media celebrate Democrat weakness before those who wish to end our way of life and democracy itself. 
2023-02-08;https://seymourhersh.substack.com/p/how-america-took-out-the-nord-stream;authoritarianism;A damning new report, from one of the most credible and principled journalists in the history of the profession, reveals that the US destroyed the Nord Stream pipeline between Russia and Germany was destroyed after the start of the Russia-Ukraine conflict, ostensibly to force Germany into Biden’s anti-Russia agenda. Hersh, the journalist behind the report, has broken some of the most consequential stories in living memory. He has won Pulitzer Prizes, and has been widely regarded as a reporter of the highest integrity. He doesn’t take sides, but follows the facts. The circumstantial evidence long pointed to the outcome he reported. Why would Germany destroy its own pipeline, especially with winter approaching and a dire need for heating fuel? And why would Russia destroy its own pipeline, when it was sorely in need of trade as the world cut economic ties to it? The only party which would be served by destroying the pipeline would be an anti-Russian hardliner. No party has been more doggedly anti-Russian than the Biden administration. Now we have the proof. This act is staggeringly brazen. To destroy a fuel delivery system owned by another sovereign nation is a serious international crime. Germany would be within its rights to cease all diplomatic relations with 
2023-02-10;https://www.cnbc.com/2023/02/10/national-archives-sued-for-abortion-opponent-clothing-flap.html;authoritarianism;The Smithsonian has been sued for ejecting a visitor wearing clothing bearing anti-abortion political speech. The Democrats love to hide their censorship behind private companies’ right to conduct business however and with whomever they choose (even though they clearly don’t believe in this, since they supported compelling a bakery make a wedding cake for a gay couple against the bakers’ beliefs). But now that a government-run institution, paid for with American tax dollars, is censoring the political right, the Democrats have no answer or excuse. The Democrats didn’t stay consistent with their beliefs and their legal reasoning—they could have said “we disagree with the message, but this is illegal under the First Amendment”. But no, instead they are just hoping no one notices. This is also counter-evidence for anyone who makes the absurd claim that the government, particularly the bureaucracy, has a right-wing bias. 
2023-02-10;https://www.bbc.co.uk/news/world-us-canada-64605447;national security;Days after Biden let a Chinese surveillance balloon float over most of the width of the continental US, a high-altitude object was shot down before entering US airspace. The timing on this is suspicious. Right after America showed weakness by letting the Chinese have their run of our airspace, another aircraft approaches US airspace? It could be anything, from any country. But is more than a little reason to think it is Chinese. Biden did the right thing this time, but only after being panned for his weakness over the balloon incident. What else will China try now that it knows there are no consequence for its actions?
2023-02-10;https://www.cbsnews.com/sanfrancisco/news/well-known-oakland-baker-jennifer-angel-critically-injured-during-brazen-purse-snatching/;law enforcement;A “defund the police” activist was killed by a violent criminal as a result of the reduced police presence they demonstrated for. These radical police abolition campaigners somehow have the deluded belief that less cops will lead to less violent crime. This activist found out that hard way that that couldn’t be further from the truth. A 9-year-old can tell you that because criminals are deterred by the police, if the number of police go down, the incidence of crime will go up. This is logic that escapes the “Defund the Police” activists. These activists are also usually opposed to guns. If criminals were smart, they would target leftist victims because such victims are less likely to put up a fight. But for the most part, the rich white activists who call for these radical policies don’t suffer the consequences of their actions. Sadly, others, mostly poor and racial minority victims, pay the price for the warped, extreme leftist views. For once, the consequences visited the people most deserving of those consequences. 
2023-02-11;https://www.axios.com/2023/02/11/canada-shoots-down-unidentified-object;national security;The US has now shot down additional flying objects bound for US airspace. To give Biden due credit, at least this time he shot it down before it was able to fly across the country. But still, these incidents appear to be occurring at an alarming uptick. It could just be that the media is reporting on it more, potentially because more government officials are concerned enough to leak to the media. But it could also be that there is actually increased incidence of attempted airspace incursions. So what is going on? Why won’t Biden level with the American people, the people who elevated him to power and whose trust he serves by oath? 
2023-02-12;https://www.youtube.com/watch?v=p0Qzu6r40_4;identity;The so-called “Black National Anthem” was performed at the most-viewed sports event of the year. The inclusion of “Lift Every Voice and Sing” (which is commonly referred to as the “Black National Anthem”) in direct juxtaposition to the National Anthem is intentionally provocative and also, in ways that are likely lost on the left, extremely racist. The National Anthem is something that every American of every background is entitled to, something they are able to take pride in. The National Anthem belongs to all Americans. The idea that this most patriotic of songs must be supplemented with another anthem is offensive, and racist in 2 specific ways. One, it is racist against everyone who isn’t African-American because it implies that they deserve their own special recognition to which no one else is entitled. But when viewed from another angle, it is racist AGAINST black people. It is implying that they would be excluded without its inclusion, that they are excluded from the National Anthem. The left is basically saying that African-American aren’t Americans and aren’t welcome here. The National Anthem has been sung at sporting events for decades, to which black athletes and fans stood proudly (as they should). The left are the only ones telling African-Americans they don’t belong here. So who is REALLY striving to achieve racial unity? 
2023-02-13;https://twitter.com/ggreenwald/status/1625204281140776963;election;James Clapper, former director of national intelligence and one of the intelligence officials who gave comments about the Hunter Biden laptop when it was first reported in the press, said his statements were intentionally twisted to make it sound as though he said the laptop was fake. What he and other former intelligence officials said was that it COULD be fake, that it could be planted by a foreign adversary as a disinformation operation. But he didn’t say this was definitely so, or even that there were even any facts one way or the other. But the media ran with this and borrowed his credibility to assert that the laptop was definitely fake. We all know now that it was bona fide. The press literally lied to help the Democrats win an election. Is there any doubt left that the media works for the Democrats? 
2023-02-14;https://www.wsj.com/livecoverage/cpi-report-today-january-2023-inflation/card/to-save-money-maybe-you-should-skip-breakfast-fSd6mz0miaAPhUFb2jgy;authoritarianism;Instead of challenging the Biden administration by highlighting its failure to combat inflation, the press is advising Americans to skip meals. The press is going out of its way not to apply scrutiny to the Democrats. They would rather tell Americans to skip meals than hold the powerful accountable if the powerful are Democrats. How is it that Americans don’t see how dangerous it is to have a press corps that backs one party implicitly? And more importantly, why do Americans allow themselves to be patronized and debased all so they can remain in the left’s good graces? 
2023-02-15;https://www.axios.com/2023/02/15/america-immigration-border-gallup;immigration;The number of Americans—Republican, Democrat, and independent—who say America should reduce immigration has shot UP since Biden took office. If Biden was really so compassionate about immigrants and effective in managing immigration, why would Americans become more interested in reducing the number of immigrants?  If the Democrats love immigrants so much, why are Americans turning against immigration under their leadership? 
2023-02-15;https://twitter.com/ggreenwald/status/1625873992987860994;authoritarianism;A self-proclaimed LGBT-focused “civil rights” organization is protesting the New York Times for having the audacity to review the scientific evidence for and against medical transgender transitioning. More importantly, how does it help trans people to not review the evidence? If medical transitioning carried some heretofore undetected harm that was revealed by reviewing the data, wouldn’t it benefit trans people to know about it? Isn’t it in everyone’s best interest to know the truth? Why does the left think the truth is a threat to trans people (or anyone, for that matter)? So what are these leftists afraid they’ll find in the scientific evidence? If transgender transitions are so beneficial to trans people, shouldn’t the evidence show that clearly? This is how you know the trans activists don’t actually care about trans people. They’d rather conceal evidence that could save a trans person’s life (to use the same emotional blackmail they use on everyone else) than admit they’re wrong on any point. 
